person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,cb_person_default_on_file_Y
234000,8.0,20000,8.88,0,0.09,4,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
234000,10.0,21600,12.18,0,0.09,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
221004,6.0,11900,14.42,1,0.05,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
232500,0.0,25000,14.17,0,0.11,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
230000,5.0,35000,13.99,0,0.15,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
83000,7.0,25300,10.99,1,0.3,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12600,4.0,2000,5.42,1,0.16,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12600,3.0,1750,13.61,0,0.14,3,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
42500,3.0,25000,12.73,1,0.59,3,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
12816,0.0,3000,12.87,1,0.23,4,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
12960,1.0,3650,9.91,1,0.28,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
226000,4.0,20000,11.49,0,0.09,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
225000,0.0,30000,19.91,0,0.13,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
213000,6.0,35000,10.65,1,0.16,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12960,0.0,4500,11.83,1,0.35,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12996,0.0,2400,13.49,1,0.18,2,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
42000,6.0,25000,14.59,1,0.6,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
48000,2.0,25000,9.64,1,0.52,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12996,1.0,3600,14.59,1,0.28,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
42360,1.0,25000,16.35,1,0.59,3,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
49000,4.0,25000,10.99,1,0.51,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
225000,0.0,25000,18.67,0,0.11,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
225000,1.0,3000,9.32,0,0.01,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
225000,8.0,7500,8.63,0,0.03,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
225000,2.0,25000,10.08,0,0.11,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
49464,5.0,25000,11.83,1,0.51,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
50000,1.0,25000,7.9,1,0.5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50000,4.0,25000,5.99,1,0.5,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
44000,2.0,25000,15.33,1,0.57,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
50000,1.0,25000,11.83,1,0.5,4,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
50004,0.0,25000,10.36,1,0.5,2,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
50004,3.0,25000,12.23,1,0.5,3,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
52000,2.0,25000,11.11,1,0.48,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
13200,3.0,4950,7.9,1,0.38,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
220000,1.0,25000,11.58,0,0.11,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
216000,5.0,21000,8.9,0,0.1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216000,2.0,25000,16.07,0,0.12,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
216000,10.0,20000,14.22,0,0.09,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
215000,7.0,35000,14.79,0,0.16,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
215000,11.0,12000,7.88,0,0.06,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52000,1.0,25000,13.22,1,0.48,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
46000,2.0,25000,11.86,1,0.54,4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
53000,5.0,25000,13.43,1,0.47,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
47000,0.0,25000,15.28,1,0.53,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
47000,1.0,25000,17.93,1,0.53,2,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
13200,2.0,1400,9.25,0,0.11,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13200,0.0,4500,12.98,1,0.34,4,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
210000,6.0,16000,10.62,0,0.08,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
210000,10.0,22000,11.83,0,0.1,4,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
48000,5.0,25000,18.43,1,0.52,2,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
55000,4.0,25000,11.36,1,0.45,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
55000,4.0,25000,15.65,1,0.45,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
55164,8.0,25000,13.22,1,0.45,4,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
56000,4.0,25000,12.87,1,0.45,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
203500,8.0,20000,13.04,0,0.1,3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
190000,5.0,22000,17.58,1,0.12,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
13920,2.0,7750,17.04,1,0.56,4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
60000,0.0,25000,10.99,1,0.42,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
60000,2.0,25000,11.11,1,0.42,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
54000,7.0,25000,14.83,1,0.46,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
200000,8.0,12000,12.69,0,0.06,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
200000,8.0,12000,13.49,0,0.06,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
200000,5.0,16000,14.65,0,0.08,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
54000,3.0,25000,16.82,1,0.46,4,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
60000,3.0,25000,12.73,1,0.42,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
60000,7.0,25000,10.25,1,0.42,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
60000,6.0,25000,10.99,1,0.42,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
61959,9.0,25000,12.73,1,0.4,2,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
56400,2.0,25000,14.96,1,0.44,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
200000,2.0,25000,13.99,0,0.13,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
200000,3.0,24000,7.49,0,0.12,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
200000,4.0,15000,14.79,0,0.07,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
200000,2.0,15500,11.99,0,0.08,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
200000,8.0,10000,8.49,0,0.05,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
66000,3.0,25000,9.91,1,0.38,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
66000,6.0,25000,13.06,1,0.38,3,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
200000,6.0,9000,6.17,0,0.04,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200000,5.0,18000,16.32,0,0.09,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
200000,2.0,12000,10.38,0,0.06,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
200000,9.0,23050,14.35,0,0.12,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
66996,10.0,25000,15.21,1,0.37,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
67000,3.0,25000,7.9,1,0.37,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
67000,2.0,25000,10.99,1,0.37,3,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
68000,5.0,25000,14.09,1,0.37,3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
69000,9.0,25000,17.49,1,0.36,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
200000,0.0,12000,11.48,0,0.06,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
188000,10.0,20000,17.74,1,0.11,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
200000,4.0,3000,13.92,0,0.01,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
69996,9.0,25000,15.21,1,0.36,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
14400,2.0,4000,10.99,1,0.28,3,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
70000,3.0,25000,11.86,1,0.36,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
14400,5.0,6000,7.49,1,0.42,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
56100,7.0,25000,16.49,1,0.38,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
66000,9.0,25000,15.33,1,0.38,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
66000,3.0,25000,11.58,1,0.38,4,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
14400,7.0,5375,5.79,1,0.37,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
72612,9.0,25000,13.11,1,0.34,2,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
74000,3.0,25000,10.36,1,0.34,3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
75000,9.0,25000,10.36,1,0.33,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
191000,1.0,10000,12.53,0,0.05,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
75000,4.0,25000,10.25,1,0.33,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
71000,1.0,25000,15.95,1,0.35,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
190000,3.0,20000,12.18,0,0.11,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
189996,0.0,24000,11.83,0,0.13,3,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
78000,1.0,25000,10.62,1,0.32,3,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
78504,7.0,25000,10.74,1,0.32,3,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
186000,9.0,10000,10.25,0,0.05,4,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
185000,4.0,35000,12.42,0,0.19,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
185000,6.0,15000,15.27,0,0.08,2,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
62050,8.0,25000,15.33,1,0.34,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
79416,7.0,25000,15.21,1,0.31,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
14400,4.0,6250,14.72,1,0.43,2,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
79631,8.0,25000,15.7,1,0.31,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
79632,0.0,25000,13.35,1,0.31,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
80000,6.0,25000,6.62,1,0.31,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
80000,5.0,25000,13.61,1,0.31,4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
185000,4.0,25000,11.36,0,0.14,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
185000,10.0,5000,7.68,0,0.03,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
184992,7.0,22000,14.46,0,0.12,4,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
184000,5.0,2500,11.83,0,0.01,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
172000,6.0,20000,13.47,1,0.12,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
183000,2.0,20000,11.49,0,0.11,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
182952,9.0,15000,6.03,0,0.08,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
74004,7.0,25000,16.35,1,0.34,4,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
81000,5.0,25000,7.29,1,0.31,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
81600,1.0,25000,11.36,1,0.31,3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
82000,8.0,25000,10.25,0,0.3,2,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
83000,5.0,25000,11.12,0,0.3,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
83000,5.0,25000,12.92,0,0.3,3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
180000,8.0,18000,18.64,0,0.1,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
180000,8.0,28000,7.51,0,0.16,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14400,2.0,4000,16.7,1,0.28,2,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
14400,0.0,2100,11.14,0,0.15,4,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
84500,6.0,25000,18.3,0,0.3,4,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
85000,5.0,25000,10.62,0,0.29,4,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
180000,7.0,14000,11.99,0,0.08,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
180000,2.0,12000,9.63,0,0.07,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
142800,9.0,10000,18.25,1,0.06,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
87000,8.0,25000,14.84,0,0.29,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
75000,0.0,25000,14.7,1,0.33,3,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
76000,7.0,25000,16.02,1,0.33,4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
66215,1.0,25000,15.37,1,0.32,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
90000,9.0,25000,10.99,0,0.28,4,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
15000,0.0,6200,7.9,1,0.41,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
180000,2.0,25000,10.99,0,0.14,4,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
180000,8.0,21000,11.48,0,0.12,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
180000,9.0,20000,14.26,0,0.11,4,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
180000,0.0,10000,8.0,0,0.06,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
180000,3.0,9950,11.26,0,0.06,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
78000,2.0,25000,16.32,1,0.32,3,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
66300,3.0,25000,17.93,1,0.32,4,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True
90000,0.0,25000,11.36,0,0.28,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
79000,9.0,25000,14.96,1,0.32,4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
91800,4.0,25000,13.43,0,0.27,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
92000,6.0,25000,12.69,0,0.27,3,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
92000,1.0,25000,12.73,0,0.27,4,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
93600,3.0,25000,15.21,0,0.27,4,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
15000,1.0,1750,12.68,0,0.12,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
70550,3.0,25000,19.04,1,0.3,4,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True
83800,2.0,25000,15.95,1,0.3,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
175000,3.0,2600,8.9,0,0.01,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
175000,10.0,8000,7.9,0,0.05,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
175000,8.0,21000,11.99,0,0.12,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
15000,4.0,4000,13.98,1,0.27,4,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
15000,4.0,4600,10.99,1,0.31,2,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
88000,6.0,25000,15.58,1,0.28,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
74800,2.0,25000,10.99,1,0.28,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
88000,0.0,25000,14.96,1,0.28,4,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
15000,2.0,1750,15.31,0,0.12,4,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
88000,2.0,25000,15.65,1,0.28,3,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
100000,1.0,25000,9.33,0,0.25,4,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
15000,0.0,3600,13.47,1,0.24,4,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
102400,8.0,25000,10.36,0,0.24,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
92000,1.0,25000,16.77,1,0.27,4,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
93000,0.0,25000,14.59,1,0.27,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
